,ef_id,category_ipcc_1996,category_ipcc_2006,gas,description,region,value_original,unit_original,value_canonical,unit_canonical,equation,technical_reference,source_of_data,data_provider
22980,330307,"4 - Agriculture
4A - Enteric Fermentation
4A1b - Non-Dairy
4B - Manure Management
4B1b - Non-Dairy
","3.A.2.a.ii - Other cattle
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.1 - Enteric Fermentation
3.A.1.a.ii - Other Cattle
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
","Data for estimating Tier 1 emission factors, volatile solid and N excretion rates, and N retention fractions",Indian subcontinent,62,kg CH4/head/yr,,,,Ahmad et al. 2004; Ahmad et al. 2013; Birthal & Parthasarathy Rao 2002; Boro et al. 2016; Bradfield & Ismail 2012; Chowdhry 2007; da Cunha et al. 2010; Department of Animal Husbandry 2013; Deshetti et al. 2016; Dhingra et al. 2017; FAO 2017; FAO et al. 2014; Garg et al. 2013; Gerber et al. 2011; IPCC 2006; Jabbar et al. 2009; Kayastha et al. 2008; Kenyanjui et al. 2009; Khan 2011; Khan et al. 2008; Khan et al. 2009; Khan et al. 2016; Landes et al. 2017; Mahakur et al. 2017a; Mahakur et al. 2017b; Manoj 2009; Moaeen-ud-Din & Bilal 2017; Nahar et al. 2016; National Bureau of Animal Genetic Resources 2017; Pathak et al. 2013; Patra 2012; Rahman et al. 2012; Rahman et al. 2015; Roy et al. 2016; Saha et al. 2004; Saha et al. 2012; Sambhaji 2013; Sarkar et al. 2006; Sharma et al. 2014; Singhal et al. 2005; Sirohi et al. 2012; Sodhi et al. 2007; Sontakke et al. 2014; Thombre et al. 2015; Tomar & Sharma 2002; Yadava 2009; Yasothai 2014.,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.2 - Data for estimating Tier 1 enteric fermentation CH4 emission factors, volatile solid and N excretion rates, and N retention fractions for Other Cattle",IPCC
22981,330308,"4 - Agriculture
4A - Enteric Fermentation
4A1b - Non-Dairy
4B - Manure Management
4B1b - Non-Dairy
","3.A.2.a.ii - Other cattle
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.1 - Enteric Fermentation
3.A.1.a.ii - Other Cattle
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
","Data for estimating Tier 1 emission factors, volatile solid and N excretion rates, and N retention fractions",Indian subcontinent,53,kg CH4/head/yr,,,,Ahmad et al. 2004; Ahmad et al. 2013; Birthal & Parthasarathy Rao 2002; Boro et al. 2016; Bradfield & Ismail 2012; Chowdhry 2007; da Cunha et al. 2010; Department of Animal Husbandry 2013; Deshetti et al. 2016; Dhingra et al. 2017; FAO 2017; FAO et al. 2014; Garg et al. 2013; Gerber et al. 2011; IPCC 2006; Jabbar et al. 2009; Kayastha et al. 2008; Kenyanjui et al. 2009; Khan 2011; Khan et al. 2008; Khan et al. 2009; Khan et al. 2016; Landes et al. 2017; Mahakur et al. 2017a; Mahakur et al. 2017b; Manoj 2009; Moaeen-ud-Din & Bilal 2017; Nahar et al. 2016; National Bureau of Animal Genetic Resources 2017; Pathak et al. 2013; Patra 2012; Rahman et al. 2012; Rahman et al. 2015; Roy et al. 2016; Saha et al. 2004; Saha et al. 2012; Sambhaji 2013; Sarkar et al. 2006; Sharma et al. 2014; Singhal et al. 2005; Sirohi et al. 2012; Sodhi et al. 2007; Sontakke et al. 2014; Thombre et al. 2015; Tomar & Sharma 2002; Yadava 2009; Yasothai 2014.,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.2 - Data for estimating Tier 1 enteric fermentation CH4 emission factors, volatile solid and N excretion rates, and N retention fractions for Other Cattle",IPCC
22982,330309,"4 - Agriculture
4A - Enteric Fermentation
4A1b - Non-Dairy
4B - Manure Management
4B1b - Non-Dairy
","3.A.2.a.ii - Other cattle
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.1 - Enteric Fermentation
3.A.1.a.ii - Other Cattle
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
","Data for estimating Tier 1 emission factors, volatile solid and N excretion rates, and N retention fractions",Indian subcontinent,47,kg CH4/head/yr,,,,Ahmad et al. 2004; Ahmad et al. 2013; Birthal & Parthasarathy Rao 2002; Boro et al. 2016; Bradfield & Ismail 2012; Chowdhry 2007; da Cunha et al. 2010; Department of Animal Husbandry 2013; Deshetti et al. 2016; Dhingra et al. 2017; FAO 2017; FAO et al. 2014; Garg et al. 2013; Gerber et al. 2011; IPCC 2006; Jabbar et al. 2009; Kayastha et al. 2008; Kenyanjui et al. 2009; Khan 2011; Khan et al. 2008; Khan et al. 2009; Khan et al. 2016; Landes et al. 2017; Mahakur et al. 2017a; Mahakur et al. 2017b; Manoj 2009; Moaeen-ud-Din & Bilal 2017; Nahar et al. 2016; National Bureau of Animal Genetic Resources 2017; Pathak et al. 2013; Patra 2012; Rahman et al. 2012; Rahman et al. 2015; Roy et al. 2016; Saha et al. 2004; Saha et al. 2012; Sambhaji 2013; Sarkar et al. 2006; Sharma et al. 2014; Singhal et al. 2005; Sirohi et al. 2012; Sodhi et al. 2007; Sontakke et al. 2014; Thombre et al. 2015; Tomar & Sharma 2002; Yadava 2009; Yasothai 2014.,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.2 - Data for estimating Tier 1 enteric fermentation CH4 emission factors, volatile solid and N excretion rates, and N retention fractions for Other Cattle",IPCC
22983,330310,"4 - Agriculture
4A - Enteric Fermentation
4A1b - Non-Dairy
4B - Manure Management
4B1b - Non-Dairy
","3.A.2.a.ii - Other cattle
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.1 - Enteric Fermentation
3.A.1.a.ii - Other Cattle
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
","Data for estimating Tier 1 emission factors, volatile solid and N excretion rates, and N retention fractions",Indian subcontinent,40,kg CH4/head/yr,,,,Ahmad et al. 2004; Ahmad et al. 2013; Birthal & Parthasarathy Rao 2002; Boro et al. 2016; Bradfield & Ismail 2012; Chowdhry 2007; da Cunha et al. 2010; Department of Animal Husbandry 2013; Deshetti et al. 2016; Dhingra et al. 2017; FAO 2017; FAO et al. 2014; Garg et al. 2013; Gerber et al. 2011; IPCC 2006; Jabbar et al. 2009; Kayastha et al. 2008; Kenyanjui et al. 2009; Khan 2011; Khan et al. 2008; Khan et al. 2009; Khan et al. 2016; Landes et al. 2017; Mahakur et al. 2017a; Mahakur et al. 2017b; Manoj 2009; Moaeen-ud-Din & Bilal 2017; Nahar et al. 2016; National Bureau of Animal Genetic Resources 2017; Pathak et al. 2013; Patra 2012; Rahman et al. 2012; Rahman et al. 2015; Roy et al. 2016; Saha et al. 2004; Saha et al. 2012; Sambhaji 2013; Sarkar et al. 2006; Sharma et al. 2014; Singhal et al. 2005; Sirohi et al. 2012; Sodhi et al. 2007; Sontakke et al. 2014; Thombre et al. 2015; Tomar & Sharma 2002; Yadava 2009; Yasothai 2014.,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.2 - Data for estimating Tier 1 enteric fermentation CH4 emission factors, volatile solid and N excretion rates, and N retention fractions for Other Cattle",IPCC
22984,330311,"4 - Agriculture
4A - Enteric Fermentation
4A1b - Non-Dairy
4B - Manure Management
4B1b - Non-Dairy
","3.A.2.a.ii - Other cattle
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.1 - Enteric Fermentation
3.A.1.a.ii - Other Cattle
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
","Data for estimating Tier 1 emission factors, volatile solid and N excretion rates, and N retention fractions",Indian subcontinent,29,kg CH4/head/yr,,,,Ahmad et al. 2004; Ahmad et al. 2013; Birthal & Parthasarathy Rao 2002; Boro et al. 2016; Bradfield & Ismail 2012; Chowdhry 2007; da Cunha et al. 2010; Department of Animal Husbandry 2013; Deshetti et al. 2016; Dhingra et al. 2017; FAO 2017; FAO et al. 2014; Garg et al. 2013; Gerber et al. 2011; IPCC 2006; Jabbar et al. 2009; Kayastha et al. 2008; Kenyanjui et al. 2009; Khan 2011; Khan et al. 2008; Khan et al. 2009; Khan et al. 2016; Landes et al. 2017; Mahakur et al. 2017a; Mahakur et al. 2017b; Manoj 2009; Moaeen-ud-Din & Bilal 2017; Nahar et al. 2016; National Bureau of Animal Genetic Resources 2017; Pathak et al. 2013; Patra 2012; Rahman et al. 2012; Rahman et al. 2015; Roy et al. 2016; Saha et al. 2004; Saha et al. 2012; Sambhaji 2013; Sarkar et al. 2006; Sharma et al. 2014; Singhal et al. 2005; Sirohi et al. 2012; Sodhi et al. 2007; Sontakke et al. 2014; Thombre et al. 2015; Tomar & Sharma 2002; Yadava 2009; Yasothai 2014.,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.2 - Data for estimating Tier 1 enteric fermentation CH4 emission factors, volatile solid and N excretion rates, and N retention fractions for Other Cattle",IPCC
23026,330353,"4 - Agriculture
4A - Enteric Fermentation
4A1b - Non-Dairy
4B - Manure Management
4B1b - Non-Dairy
","3.A.2.a.ii - Other cattle
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.1 - Enteric Fermentation
3.A.1.a.ii - Other Cattle
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
","Data for estimating Tier 1a emission factors, volatile solid and N excretion rates, and N retention fractions",Indian subcontinent,64,kg CH4/head/yr,,,,Ahmad et al. 2004; Ahmad et al. 2013; Birthal & Parthasarathy Rao 2002; Boro et al. 2016; Bradfield & Ismail 2012; Chowdhry 2007; da Cunha et al. 2010; Department of Animal Husbandry 2013; Deshetti et al. 2016; Dhingra et al. 2017; FAO 2017; FAO et al. 2014; Garg et al. 2013; Gerber et al. 2011; IPCC 2006; Jabbar et al. 2009; Kayastha et al. 2008; Kenyanjui et al. 2009; Khan 2011; Khan et al. 2008; Khan et al. 2009; Khan et al. 2016; Landes et al. 2017; Mahakur et al. 2017a; Mahakur et al. 2017b; Manoj 2009; Moaeen-ud-Din & Bilal 2017; Nahar et al. 2016; National Bureau of Animal Genetic Resources 2017; Pathak et al. 2013; Patra 2012; Rahman et al. 2012; Rahman et al. 2015; Roy et al. 2016; Saha et al. 2004; Saha et al. 2012; Sambhaji 2013; Sarkar et al. 2006; Sharma et al. 2014; Singhal et al. 2005; Sirohi et al. 2012; Sodhi et al. 2007; Sontakke et al. 2014; Thombre et al. 2015; Tomar & Sharma 2002; Yadava 2009; Yasothai 2014.,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.3 - Data for estimating Tier 1A enteric fermentation CH4 emission factors, volatile solid and N excretion rates, and N retention fractions for Other Cattle",IPCC
23027,330354,"4 - Agriculture
4A - Enteric Fermentation
4A1b - Non-Dairy
4B - Manure Management
4B1b - Non-Dairy
","3.A.2.a.ii - Other cattle
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.1 - Enteric Fermentation
3.A.1.a.ii - Other Cattle
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
","Data for estimating Tier 1a emission factors, volatile solid and N excretion rates, and N retention fractions",Indian subcontinent,52,kg CH4/head/yr,,,,Ahmad et al. 2004; Ahmad et al. 2013; Birthal & Parthasarathy Rao 2002; Boro et al. 2016; Bradfield & Ismail 2012; Chowdhry 2007; da Cunha et al. 2010; Department of Animal Husbandry 2013; Deshetti et al. 2016; Dhingra et al. 2017; FAO 2017; FAO et al. 2014; Garg et al. 2013; Gerber et al. 2011; IPCC 2006; Jabbar et al. 2009; Kayastha et al. 2008; Kenyanjui et al. 2009; Khan 2011; Khan et al. 2008; Khan et al. 2009; Khan et al. 2016; Landes et al. 2017; Mahakur et al. 2017a; Mahakur et al. 2017b; Manoj 2009; Moaeen-ud-Din & Bilal 2017; Nahar et al. 2016; National Bureau of Animal Genetic Resources 2017; Pathak et al. 2013; Patra 2012; Rahman et al. 2012; Rahman et al. 2015; Roy et al. 2016; Saha et al. 2004; Saha et al. 2012; Sambhaji 2013; Sarkar et al. 2006; Sharma et al. 2014; Singhal et al. 2005; Sirohi et al. 2012; Sodhi et al. 2007; Sontakke et al. 2014; Thombre et al. 2015; Tomar & Sharma 2002; Yadava 2009; Yasothai 2014.,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.3 - Data for estimating Tier 1A enteric fermentation CH4 emission factors, volatile solid and N excretion rates, and N retention fractions for Other Cattle",IPCC
23028,330355,"4 - Agriculture
4A - Enteric Fermentation
4A1b - Non-Dairy
4B - Manure Management
4B1b - Non-Dairy
","3.A.2.a.ii - Other cattle
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.1 - Enteric Fermentation
3.A.1.a.ii - Other Cattle
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
","Data for estimating Tier 1 emission factors, volatile solid and N excretion rates, and N retention fractions",Indian subcontinent,45,kg CH4/head/yr,,,,Ahmad et al. 2004; Ahmad et al. 2013; Birthal & Parthasarathy Rao 2002; Boro et al. 2016; Bradfield & Ismail 2012; Chowdhry 2007; da Cunha et al. 2010; Department of Animal Husbandry 2013; Deshetti et al. 2016; Dhingra et al. 2017; FAO 2017; FAO et al. 2014; Garg et al. 2013; Gerber et al. 2011; IPCC 2006; Jabbar et al. 2009; Kayastha et al. 2008; Kenyanjui et al. 2009; Khan 2011; Khan et al. 2008; Khan et al. 2009; Khan et al. 2016; Landes et al. 2017; Mahakur et al. 2017a; Mahakur et al. 2017b; Manoj 2009; Moaeen-ud-Din & Bilal 2017; Nahar et al. 2016; National Bureau of Animal Genetic Resources 2017; Pathak et al. 2013; Patra 2012; Rahman et al. 2012; Rahman et al. 2015; Roy et al. 2016; Saha et al. 2004; Saha et al. 2012; Sambhaji 2013; Sarkar et al. 2006; Sharma et al. 2014; Singhal et al. 2005; Sirohi et al. 2012; Sodhi et al. 2007; Sontakke et al. 2014; Thombre et al. 2015; Tomar & Sharma 2002; Yadava 2009; Yasothai 2014.,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.3 - Data for estimating Tier 1A enteric fermentation CH4 emission factors, volatile solid and N excretion rates, and N retention fractions for Other Cattle",IPCC
23029,330356,"4 - Agriculture
4A - Enteric Fermentation
4A1b - Non-Dairy
4B - Manure Management
4B1b - Non-Dairy
","3.A.2.a.ii - Other cattle
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.1 - Enteric Fermentation
3.A.1.a.ii - Other Cattle
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
","Data for estimating Tier 1a emission factors, volatile solid and N excretion rates, and N retention fractions",Indian subcontinent,31,kg CH4/head/yr,,,,Ahmad et al. 2004; Ahmad et al. 2013; Birthal & Parthasarathy Rao 2002; Boro et al. 2016; Bradfield & Ismail 2012; Chowdhry 2007; da Cunha et al. 2010; Department of Animal Husbandry 2013; Deshetti et al. 2016; Dhingra et al. 2017; FAO 2017; FAO et al. 2014; Garg et al. 2013; Gerber et al. 2011; IPCC 2006; Jabbar et al. 2009; Kayastha et al. 2008; Kenyanjui et al. 2009; Khan 2011; Khan et al. 2008; Khan et al. 2009; Khan et al. 2016; Landes et al. 2017; Mahakur et al. 2017a; Mahakur et al. 2017b; Manoj 2009; Moaeen-ud-Din & Bilal 2017; Nahar et al. 2016; National Bureau of Animal Genetic Resources 2017; Pathak et al. 2013; Patra 2012; Rahman et al. 2012; Rahman et al. 2015; Roy et al. 2016; Saha et al. 2004; Saha et al. 2012; Sambhaji 2013; Sarkar et al. 2006; Sharma et al. 2014; Singhal et al. 2005; Sirohi et al. 2012; Sodhi et al. 2007; Sontakke et al. 2014; Thombre et al. 2015; Tomar & Sharma 2002; Yadava 2009; Yasothai 2014.,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.3 - Data for estimating Tier 1A enteric fermentation CH4 emission factors, volatile solid and N excretion rates, and N retention fractions for Other Cattle",IPCC
23030,330357,"4 - Agriculture
4A - Enteric Fermentation
4A1b - Non-Dairy
4B - Manure Management
4B1b - Non-Dairy
","3.A.2.a.ii - Other cattle
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.1 - Enteric Fermentation
3.A.1.a.ii - Other Cattle
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
","Data for estimating Tier 1a emission factors, volatile solid and N excretion rates, and N retention fractions",Indian subcontinent,62,kg CH4/head/yr,,,,Ahmad et al. 2004; Ahmad et al. 2013; Birthal & Parthasarathy Rao 2002; Boro et al. 2016; Bradfield & Ismail 2012; Chowdhry 2007; da Cunha et al. 2010; Department of Animal Husbandry 2013; Deshetti et al. 2016; Dhingra et al. 2017; FAO 2017; FAO et al. 2014; Garg et al. 2013; Gerber et al. 2011; IPCC 2006; Jabbar et al. 2009; Kayastha et al. 2008; Kenyanjui et al. 2009; Khan 2011; Khan et al. 2008; Khan et al. 2009; Khan et al. 2016; Landes et al. 2017; Mahakur et al. 2017a; Mahakur et al. 2017b; Manoj 2009; Moaeen-ud-Din & Bilal 2017; Nahar et al. 2016; National Bureau of Animal Genetic Resources 2017; Pathak et al. 2013; Patra 2012; Rahman et al. 2012; Rahman et al. 2015; Roy et al. 2016; Saha et al. 2004; Saha et al. 2012; Sambhaji 2013; Sarkar et al. 2006; Sharma et al. 2014; Singhal et al. 2005; Sirohi et al. 2012; Sodhi et al. 2007; Sontakke et al. 2014; Thombre et al. 2015; Tomar & Sharma 2002; Yadava 2009; Yasothai 2014.,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.3 - Data for estimating Tier 1A enteric fermentation CH4 emission factors, volatile solid and N excretion rates, and N retention fractions for Other Cattle",IPCC
23031,330358,"4 - Agriculture
4A - Enteric Fermentation
4A1b - Non-Dairy
4B - Manure Management
4B1b - Non-Dairy
","3.A.2.a.ii - Other cattle
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.1 - Enteric Fermentation
3.A.1.a.ii - Other Cattle
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
","Data for estimating Tier 1a emission factors, volatile solid and N excretion rates, and N retention fractions",Indian subcontinent,54,kg CH4/head/yr,,,,Ahmad et al. 2004; Ahmad et al. 2013; Birthal & Parthasarathy Rao 2002; Boro et al. 2016; Bradfield & Ismail 2012; Chowdhry 2007; da Cunha et al. 2010; Department of Animal Husbandry 2013; Deshetti et al. 2016; Dhingra et al. 2017; FAO 2017; FAO et al. 2014; Garg et al. 2013; Gerber et al. 2011; IPCC 2006; Jabbar et al. 2009; Kayastha et al. 2008; Kenyanjui et al. 2009; Khan 2011; Khan et al. 2008; Khan et al. 2009; Khan et al. 2016; Landes et al. 2017; Mahakur et al. 2017a; Mahakur et al. 2017b; Manoj 2009; Moaeen-ud-Din & Bilal 2017; Nahar et al. 2016; National Bureau of Animal Genetic Resources 2017; Pathak et al. 2013; Patra 2012; Rahman et al. 2012; Rahman et al. 2015; Roy et al. 2016; Saha et al. 2004; Saha et al. 2012; Sambhaji 2013; Sarkar et al. 2006; Sharma et al. 2014; Singhal et al. 2005; Sirohi et al. 2012; Sodhi et al. 2007; Sontakke et al. 2014; Thombre et al. 2015; Tomar & Sharma 2002; Yadava 2009; Yasothai 2014.,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.3 - Data for estimating Tier 1A enteric fermentation CH4 emission factors, volatile solid and N excretion rates, and N retention fractions for Other Cattle",IPCC
23032,330359,"4 - Agriculture
4A - Enteric Fermentation
4A1b - Non-Dairy
4B - Manure Management
4B1b - Non-Dairy
","3.A.2.a.ii - Other cattle
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.1 - Enteric Fermentation
3.A.1.a.ii - Other Cattle
3.A.2 - Manure Management
","METHANE
NITROUS OXIDE
","Data for estimating Tier 1 emission factors, volatile solid and N excretion rates, and N retention fractions",Indian subcontinent,47,kg CH4/head/yr,,,,Ahmad et al. 2004; Ahmad et al. 2013; Birthal & Parthasarathy Rao 2002; Boro et al. 2016; Bradfield & Ismail 2012; Chowdhry 2007; da Cunha et al. 2010; Department of Animal Husbandry 2013; Deshetti et al. 2016; Dhingra et al. 2017; FAO 2017; FAO et al. 2014; Garg et al. 2013; Gerber et al. 2011; IPCC 2006; Jabbar et al. 2009; Kayastha et al. 2008; Kenyanjui et al. 2009; Khan 2011; Khan et al. 2008; Khan et al. 2009; Khan et al. 2016; Landes et al. 2017; Mahakur et al. 2017a; Mahakur et al. 2017b; Manoj 2009; Moaeen-ud-Din & Bilal 2017; Nahar et al. 2016; National Bureau of Animal Genetic Resources 2017; Pathak et al. 2013; Patra 2012; Rahman et al. 2012; Rahman et al. 2015; Roy et al. 2016; Saha et al. 2004; Saha et al. 2012; Sambhaji 2013; Sarkar et al. 2006; Sharma et al. 2014; Singhal et al. 2005; Sirohi et al. 2012; Sodhi et al. 2007; Sontakke et al. 2014; Thombre et al. 2015; Tomar & Sharma 2002; Yadava 2009; Yasothai 2014.,"2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Chapter 10, Table 10A.3 - Data for estimating Tier 1A enteric fermentation CH4 emission factors, volatile solid and N excretion rates, and N retention fractions for Other Cattle",IPCC
